|Nazwa|Cena|Miasto|Dzielnica_N|Dzielnica_Oryg|Pokoje|Stan nieruchomości|Pow. całkowita|Wysokość wnętrza|Piętro|Liczba pięter|Liczba sypialni|Typ kuchni|łazienka razem z WC|Balkon|Stolarka okienna|Depozyt za wynajem|Dodatkowe koszty|Rynek|Forma własności|Rodzaj umowy|Typ budynku|Data dodania|Aktualizacja|Numer ogłoszenia|Liczba odsłon|Liczba Punktów Podbić|Liczba łazienek|Pow. balkonu|Taras|Pow. loggii|Rok budowy|Stan budynku|Ogrzewanie|Dostępne od|Materiał budowlany|Liczba poziomów mieszkania|Pow. łazienki|Pow. tarasu|Pow. ogródka|Pow. użytkowa|Cena do negocjacji|Typ oferty|Inwestycja|Typ nieruchomości|Typ domu|Lokalizacja garażu|Pow. działki
2938|"GuMED i PG | Apartament w Świetnej Lokalizacji"|988500.0|Gdańsk|Aniołki|Aniołki, | 3||54.92||01-Feb||2.0|||Tak||||Pierwotny|||Apartamentowiec|30.01.2024|20.03.2024|morizon-HEX845443|88|0|||||2024.0||Co Miejskie|31.12.2024||||||||Sprzedaży|||||
2939|2 pokoje na 18-piętrze|1032600.0|Gdańsk|Letnica|Starowiejska| 2||51.63||18|18||||||||Pierwotny||||29.03.2024|27.03.2024|morizon-HEX567781|27|0||||||||||||||||Sprzedaży|||||
2940|3 Pokoje Na Letnicy - 12 Piętro|1150000.0|Gdańsk|Letnica|Letnica, | 3|DO WYKOŃCZENIA|63.0||01-Apr|||ANEKS KUCHENNY||||||Pierwotny||||29.02.2024|22.04.2024|morizon-1731/13290/OMS|52|0|1.0|||||||||||||||Sprzedaży|||||
2941|"Apartament 2-pokojowy| Oliwa |"|1246157.0|Gdańsk|Oliwa|Gdańsk, | 2|Deweloperski|51.93||01-Mar||1.0|||Tak||||Pierwotny|||Apartamentowiec|08.03.2024|25.03.2024|morizon-BHN-MS-4116|141|0|||||2024.0|||||||||||Sprzedaży|||||
2942|Nowoczesne mieszkanie tylko 5 min pieszo od morza|1299000.0|Gdańsk|Brzeźno|Brzeźno, | 4||73.0||01-Apr||3.0|||||||Wtórny||Na wyłączność||17.11.2023|16.03.2024|morizon-431165|422|0|||||1988.0|||||||||||Sprzedaży|||||
2943|Apartament nad Motławą - wydanie od ręki|1350000.0|Gdańsk|Śródmieście|Śródmieście, | 3||87.05||04-May||2.0|||Tak||||Wtórny||Na wyłączność|Apartamentowiec|06.02.2024|06.02.2024|morizon-TC128363|272|0|||||2021.0||Co Miejskie||Konstrukcja mieszana|||||||Sprzedaży|||||
2944|Gdańsk Oliwa Apartament 2 pokojowy|1459102.0|Gdańsk|Oliwa|Oliwa, | 2||64.8||01-Mar||1.0|||Tak||||Pierwotny|||Apartamentowiec|09.01.2024|11.04.2024|morizon-DH403505|74|0|||||2022.0||Co Miejskie||Cegła|||||61,94 m²||Sprzedaży|||||
2945|Czteropokojowe mieszkanie na Gdańskim Browarze|1495000.0|Gdańsk|Wrzeszcz|Wrzeszcz, | 4||75.59||01-Apr|||||Tak||||Wtórny|||Apartamentowiec|09.02.2024|14.02.2024|morizon-PAN866102|338|0|||Nie||2016.0||Co Miejskie|29.02.2024|Pustak|||||||Sprzedaży|||||
2946|Apartament z tarasem na Gdańskim GARNIZONIE|1500000.0|Gdańsk|Wrzeszcz|Wrzeszcz Dolny, | 4||80.5||01-Apr|||||||||Wtórny|||Apartamentowiec|11.08.2023|20.02.2024|morizon-177080|530|0|||||2012.0||Co Miejskie|||||||||Sprzedaży|||||
2947|Duży apartament nad morzem! Plaża, park... Baltea|1580000.0|Gdańsk|Przymorze|Przymorze, | 4|DO WYKOŃCZENIA|99.97||01-Oct|||ANEKS KUCHENNY||Tak||||Wtórny|WŁASNOŚĆ||APARTAMENTOWIEC|12.01.2024|08.04.2024|morizon-28410/3685/OMS|405|0|1.0||||2023.0|||01.02.2024||||||||Sprzedaży|||||
2948|Tarasy Bałtyku-słoneczny apartament 3 pokojowy|1750000.0|Gdańsk|Przymorze|Przymorze, | 3|WYSOKI STANDARD|68.65||05-Dec|||ANEKS KUCHENNY||||||Wtórny|WŁASNOŚĆ|Na wyłączność|APARTAMENTOWIEC|03.01.2024|08.01.2024|morizon-15356/9376/OMS|358|0|||||2021.0||C.O. Z SIECI MIEJSKIEJ|||||||||Sprzedaży|||||
2949|WYMARZONE MIESZKANIE NA ZASPIE ! BLISKO MORZA|1850000.0|Gdańsk|Zaspa|Zaspa| 4||121.2||05-May|||||||||Wtórny|||BLOK|18.02.2024|18.02.2024|morizon-3509/12083/OMS|276|0|||||2007.0||C.O. Z SIECI MIEJSKIEJ|||||||||Sprzedaży|||||
2950|Przestronne i ciche mieszkanie w sercu Gdańska|1850000.0|Gdańsk|Śródmieście|Śródmieście, | 4||89.61||05-Jun||2.0|||Tak||||Wtórny||Na wyłączność||08.12.2023|03.04.2024|morizon-236409|321|0||||||||||||||||Sprzedaży|||||
2951|Apartament w Quattro Towers Gdańsk Wrzeszcz o pow.138m2|2139000.0|Gdańsk|Wrzeszcz|Wrzeszcz, |  138 m² |Wysoki standard|138.0||01-Apr||||Tak|||||Wtórny||||04.03.2024|11.04.2024|morizon-gratka-33582827|382|0||||||||||||||||Sprzedaży|||||
2952|Gdańsk kawalerka z odzielną kuchnią SWDPL z KW|400000.0|Gdańsk|Siedlce|Siedlce, | 1 pokój||31.0||09-Oct|||||||||Wtórny|||Wieżowiec|23.01.2024|10.04.2024|morizon-PH726863|145|0|||||1970.0||Co Miejskie|||||||||Sprzedaży|||||
2953|Blisko plaży i Centrum I Niski czynsz I Piwnica|449000.0|Gdańsk|Przeróbka|Przeróbka, | 2||39.61||01-Feb|||||||||Wtórny||Na wyłączność||04.03.2024|19.04.2024|morizon-HEX179375|271|0||||||||||||||||Sprzedaży|||||
2954|KAWALERKA IDEALNA POD INWESTYCJĘ|474165.0|Gdańsk|Śródmieście|Śródmieście, | 1 pokój||25.7||04-Apr|||||||||Wtórny||||19.03.2024|18.03.2024|morizon-HEX802323|85|0||||||||||||||||Sprzedaży|||||
2955|LOKAL Z OGRÓDKIEM W CENTRUM GDAŃSKA|475849.0|Gdańsk|Śródmieście|Śródmieście, | 1 pokój||26.29||01-Apr|||||||||Wtórny||||19.03.2024|18.03.2024|morizon-HEX676530|62|0||||||||||||||||Sprzedaży|||||
2956|2 pokoje w Nowym Porcie|479900.0|Gdańsk|Nowy Port|Nowy Port, | 2||46.3||08-Oct|||||||||Wtórny||||01.12.2023|16.03.2024|morizon-PH121197|276|0|||||1978.0||Co Miejskie|||||||||Sprzedaży|||||
2957|Dwupokojowe mieszkanie z nowej inwestycji|482932.0|Gdańsk|Chełm|Wielkopolska| 2||42.8||01-Apr|||||||||Wtórny||||19.03.2024|18.03.2024|morizon-HEX628398|68|0||||||||||||||||Sprzedaży|||||
2958|Mieszkanie z Balkonem, Nowe Osiedle|483495.0|Gdańsk|Ujeścisko-Łostowice|Łostowice, | 2||43.29||02-Apr||1.0|||Tak||||Pierwotny|||Blok Mieszkalny|30.11.2023|03.03.2024|morizon-286737|83|0|||||2023.0||Co Miejskie|||||||||Sprzedaży|||||
2959|Apartament na wyspie, 600 metrów do plaży|485000.0|Gdańsk|Wyspa Sobieszewska|Sobieszewo, | 2|DO WYKOŃCZENIA|35.72||01-Feb|||||||||Pierwotny|WŁASNOŚĆ||APARTAMENTOWIEC|15.11.2023|19.03.2024|morizon-8416/8976/OMS|279|0|||||2023.0||C.O. Z SIECI MIEJSKIEJ|||||||||Sprzedaży|||||
2960|Inwestycja 2 Pokoje z Balkonem Łostowice|486982.0|Gdańsk|Ujeścisko-Łostowice|Łostowice, | 2||43.12||04-Apr||1.0|||Tak||||Pierwotny|||Blok Mieszkalny|30.11.2023|03.03.2024|morizon-316092|110|0|||||2023.0||Co Miejskie|||||||||Sprzedaży|||||
2961|Opis nieruchomości|490000.0|Gdańsk|Jasień|Jasień, | 2||38.24||04-Apr|||||Tak||||Wtórny||Na wyłączność|Blok Mieszkalny|11.03.2024|18.03.2024|morizon-PH100535|470|0|||||2018.0||Co Miejskie|||||||||Sprzedaży|||||
2962|2 pokoje z ogrodem! Cicha okolica|499000.0|Gdańsk|Ujeścisko-Łostowice|Łostowice, | 2||50.0||01-Apr|||||||||Wtórny|||Blok Mieszkalny|22.02.2024|16.04.2024|morizon-PH496441|490|0|||Tak||2007.0||Co Własne|||||||||Sprzedaży|||||
2963|KAWALERKA W CENTRUM GDAŃSKA|503837.0|Gdańsk|Śródmieście|Śródmieście, | 1 pokój||26.31||01-Apr|||||||||Wtórny||||19.03.2024|18.03.2024|morizon-HEX140739|55|0||||||||||||||||Sprzedaży|||||
2964|Najtańsze w Gdańsku Promocja tylko w tym Tygodniu|505999.0|Gdańsk|Ujeścisko-Łostowice|Łostowice, | 3||51.71||01-Apr||2.0|||Tak||||Pierwotny|||Blok Mieszkalny|13.02.2024|20.03.2024|morizon-HEX331442|108|0|||||2024.0||Co Miejskie|30.09.2024||||||||Sprzedaży|||||
2965|NOWA KAWALERKA W CENTRUM GDAŃSKA|507430.0|Gdańsk|Śródmieście|Śródmieście, | 1 pokój||26.36||03-Apr|||||||||Wtórny||||19.03.2024|18.03.2024|morizon-HEX762007|48|0||||||||||||||||Sprzedaży|||||
2966|APARTAMENT INWESTYCYJNY W CENTRUM GDAŃSKA|509568.0|Gdańsk|Śródmieście|Śródmieście, | 1 pokój||26.54||02-Apr|||||||||Wtórny||||19.03.2024|14.03.2024|morizon-HEX681001|49|0||||||||||||||||Sprzedaży|||||
2967|Narożne, 3 pokoje z dużym balkonem|523305.0|Gdańsk|Orunia|Maćkowy, | 3|DO WYKOŃCZENIA|51.71||01-Apr|||ANEKS KUCHENNY||||||Pierwotny|WŁASNOŚĆ||NISKI BLOK|07.11.2023|27.02.2024|morizon-8371/8976/OMS|135|0|||||2023.0||C.O. Z SIECI MIEJSKIEJ|01.09.2024||||||||Sprzedaży|||||
2968|Apartament na wyspie, 600 metrów do plaży|529000.0|Gdańsk|Wyspa Sobieszewska|Sobieszewo, | 2|DO WYKOŃCZENIA|35.83||01-Apr|||||||||Pierwotny|WŁASNOŚĆ||APARTAMENTOWIEC|15.11.2023|19.03.2024|morizon-8412/8976/OMS|211|0|||||2023.0||C.O. Z SIECI MIEJSKIEJ|||||||||Sprzedaży|||||
2969|Wyjątkowe mieszkanie przy ul. Wielkopolskiej|572127.0|Gdańsk|Ujeścisko-Łostowice|Łostowice, | 3||53.95||04-Apr|||||||||Wtórny||||19.03.2024|18.03.2024|morizon-HEX682741|47|0||||||||||||||||Sprzedaży|||||
2970|2 pokoje (+garderoba) na Łostowicach|587736.0|Gdańsk|Ujeścisko-Łostowice|Łostowice, | 2||52.27||01-Mar|||||Tak||||Pierwotny|||Blok Mieszkalny|31.01.2022|21.01.2024|morizon-TY488878|1 156|0|||||2024.0||Co Miejskie|||||||||Sprzedaży|||||
2971|Apartament gotowy na wynajem BASTION WAŁOWA|595000.0|Gdańsk|Śródmieście|Śródmieście, | 1 pokój||30.0||03-May|||||Nie||||Wtórny|||Apartamentowiec|15.03.2023|09.04.2024|morizon-PAN653456|824|0|||Nie||2021.0||Co Miejskie||Pustak|||||29,67 m²||Sprzedaży|||||
2972|4 pokoje - kameralnie wśród zieleni|598127.0|Gdańsk|Ujeścisko-Łostowice|Łostowice, | 4||57.79||03-May|||||Tak||||Pierwotny||||19.03.2024|10.04.2024|morizon-418523|78|0||||||||||||||||Sprzedaży|||||
2973|2 POKOJE W CENTRUM GDAŃSKA|599225.0|Gdańsk|Śródmieście|Śródmieście, | 2||33.57||04-Apr|||||||||Wtórny||||19.03.2024|14.03.2024|morizon-HEX916844|57|0||||||||||||||||Sprzedaży|||||
2974|2 POKOJE W CENTRUM GDAŃSKA|641440.0|Gdańsk|Śródmieście|Śródmieście, | 2||40.09||01-Apr|||||||||Wtórny||||19.03.2024|14.03.2024|morizon-HEX371619|50|0||||||||||||||||Sprzedaży|||||
2975|"3 pokoje | balkon | garderoba | 77m2 | dwupoziomowe"|649000.0|Gdańsk|Orunia|Orunia Górna Gdańsk Południe| 3|Bardzo dobry|77.0||03-Mar|||Aneks kuchenny||||||Wtórny|Własność|||20.03.2024|22.04.2024|morizon-525370|155|0|1.0||||2015.0|||||||||||Sprzedaży|||||
2976|Mieszkanie 4 pok. w stanie deweloperskim|650000.0|Gdańsk|Ujeścisko-Łostowice|Łostowice, | 4||69.89||03-May|||||Tak||||Wtórny||Na wyłączność|Blok Mieszkalny|21.11.2023|09.04.2024|morizon-PAN802202|296|0|||Nie||2023.0||Co Miejskie||Wielka płyta|||||||Sprzedaży|||||
2977|Wyjątkowe 4-pokojowe mieszkanie w nowej inwestycji|653955.0|Gdańsk|Ujeścisko-Łostowice|Łostowice, | 4||67.85||01-Apr|||||||||Wtórny||||19.03.2024|18.03.2024|morizon-HEX764060|53|0||||||||||||||||Sprzedaży|||||
2978|2 POKOJE IDEALNE POD INWESTYCJĘ|670476.0|Gdańsk|Śródmieście|Śródmieście, | 2||37.88||02-Feb|||||||||Wtórny||||19.03.2024|14.03.2024|morizon-HEX283539|52|0||||||||||||||||Sprzedaży|||||
2979|3 pokoje, wykończone - wolne od zaraz Gdańsk|670500.0|Gdańsk|Jasień|Jasień, | 3||60.86||04-Apr|||||Tak||||Pierwotny|||Blok Mieszkalny|31.01.2024|31.01.2024|morizon-PAN228575|123|0|||Nie||2023.0||Co Miejskie||Konstrukcja mieszana|||||||Sprzedaży|||||
2980|Matarnia. Ogródek. Taras. Szybkie wydanie|710000.0|Gdańsk|Matarnia|Matarnia, | 3||56.0||01-Apr|||Osobna||Nie||||Wtórny|Własność|||01.03.2024|21.03.2024|morizon-HA015355|102|0|1.0|13 m²|Nie|13 m²|1994.0|Bardzo dobry|C.o. miejskie|||||||||Sprzedaży|||||
2981|4 funkcjonalne pokoje z pięknym widokiem Suchanino|749000.0|Gdańsk|Suchanino|Suchanino, | 4||64.0||04-Apr||3.0|||Tak||||Wtórny|||Blok Mieszkalny|30.09.2023|17.04.2024|morizon-BU956872|324|0|||||1975.0||Co Miejskie||Wielka płyta|||||||Sprzedaży|||||
2982|3 pokojowe mieszkanie w centrum miasta|818000.0|Gdańsk|Śródmieście|Śródmieście, | 3||64.57||02-Mar|||ODDZIELNA||||||Wtórny|WŁASNOŚĆ||NISKI BLOK|11.10.2023|19.04.2024|morizon-939/13290/OMS|283|0|1.0||||1973.0||C.O. Z SIECI MIEJSKIEJ|||||||||Sprzedaży|||||
2983|Widok na Zatokę oraz Sopot i Gdynię|920000.0|Gdańsk|Brzeźno|Brzeźno, | 2||51.53||09-Dec||1.0|||Tak||||Wtórny||||20.02.2024|20.02.2024|morizon-HEX573719|229|0|||||2019.0|||||||||||Sprzedaży|||||
2984|2 POKOJE W NOWEJ INWESTYCJI|995007.0|Gdańsk|Oliwa|Oliwa, | 2||42.44||01-Mar|||||||||Wtórny||||19.03.2024|16.03.2024|morizon-HEX875303|50|0||||||||||||||||Sprzedaży|||||
2985|3 pokoje na letnicy|1048160.0|Gdańsk|Letnica|Starowiejska| 3||65.51||Jul-18|||||||||Pierwotny||||29.03.2024|27.03.2024|morizon-HEX961949|32|0||||||||||||||||Sprzedaży|||||
2986|****prawdziwe zdjęcia*** Nowe 3 pokoje nad morzem|1049000.0|Gdańsk|Letnica|Letnica, | 3||58.2||Oct-17|||||||||Wtórny||||30.12.2023|01.04.2024|morizon-298305|186|0|||||2021.0|||||||||||Sprzedaży|||||
2987|Stylowe 2 pok. mieszkanie w nowym osiedlu w Oliwie|1055000.0|Gdańsk|Oliwa|Oliwa, | 2||42.0||01-May|||||Tak||||Wtórny||Na wyłączność|Blok Mieszkalny|23.01.2024|30.01.2024|morizon-DH371546|312|0|||||2018.0||Co Miejskie|||1.0||||||Sprzedaży|||||
2988|Piękne mieszkanie w samym sercu Starego Miasta|1090000.0|Gdańsk|Śródmieście|Grobla III| 3|DO REMONTU KAPIT.|72.05||02-Mar|||ODDZIELNA||||||Wtórny||Na wyłączność|KAMIENICA|31.10.2023|22.04.2024|morizon-2701/9862/OMS|216|0|1.0||||||C.O. Z SIECI MIEJSKIEJ|||||||||Sprzedaży|||||
2989|MIESZKANIE PO GENERALNYM REMONCIE Z DWOMA BALKONAM|1100000.0|Gdańsk|Żabianka|Żabianka, | 3||62.9||08-Oct|||||Tak||||Wtórny|||Blok Mieszkalny|17.01.2024|10.03.2024|morizon-PAN987177|248|0|||Nie||1970.0||Co Miejskie||Wielka płyta|||||||Sprzedaży|||||
2990|Wyspa Spichrzów- kawalerka z loggią+widok na rzekę|1145000.0|Gdańsk|Śródmieście|Śródmieście, | 1 pokój||38.76||02-Jul||1.0|||||||Wtórny||Na wyłączność|Apartamentowiec|20.02.2024|20.02.2024|morizon-DH201582|136|0|||||2024.0||Co Miejskie|||||||||Sprzedaży|||||
2991|Mieszkanie inwestycyjne, 3 niezależne apartamenty na wynajem|1250000.0|Gdańsk|Oliwa|Oliwa, | 6|Bardzo dobry|82.0||03-Apr|||Aneks|Tak|||||Wtórny|Własność||Kamienica|19.03.2024|19.03.2024|morizon-1538484998|168|0|||||1920.0||Elektryczne|Marzec 2024||1.0|||||Tak|Sprzedaży|||||
2992|Apartament inwestycyjny w Grano|1350000.0|Gdańsk|Śródmieście|Śródmieście, | 2||41.79||04-May||1.0|||||||Wtórny||Na wyłączność||06.02.2024|06.02.2024|morizon-457856|126|0|||||2021.0|||||||||||Sprzedaży|||||
2993|Nowe mieszkanie SCALA w Centrum Gdańska|1430000.0|Gdańsk|Śródmieście|Gdańsk, | 3|Bardzo dobry|59.57||01-Apr|||||Tak|||780.0|Wtórny||||21.03.2024|21.03.2024|morizon-BHN-MS-4138-5|79|0|||||2023.0|||||||||||Sprzedaży|||||
2994|3 pokoje! Prestiżowe osiedle! Bliskość centrum|1485000.0|Gdańsk|Śródmieście|Śródmieście, | 3||59.6||03-Apr|||||Tak||||Wtórny|||Apartamentowiec|16.11.2023|18.03.2024|morizon-PH314238|368|0|||||2021.0||Co Miejskie|||||||||Sprzedaży|||||
2995|WYJĄTKOWA NIERUCHOMOŚĆ W WYSOKIM STANDARDZIE|1499000.0|Gdańsk|Piecki-Migowo|Morena, | 4||94.07||04-May|||||Tak||||Wtórny|||Blok Mieszkalny|31.01.2023|22.03.2024|morizon-PAN548989|894|0|||Nie||2014.0||Co Miejskie|01.05.2023|Konstrukcja żelbetowa|||||||Sprzedaży|||||
2996|Tylko 10 minutowy spacer dzieli Cię od plaży|1600000.0|Gdańsk|Brzeźno|Brzeźno, | 3|WYSOKI STANDARD|60.0||02-Mar|||ANEKS KUCHENNY||||||Pierwotny|WŁASNOŚĆ|Na wyłączność|APARTAMENTOWIEC|11.10.2023|23.02.2024|morizon-14757/9376/OMS|552|0|||||2021.0||C.O. Z SIECI MIEJSKIEJ|||||||||Sprzedaży|||||
2997|Apartament z ogródkiem nieopodal zatoki Gdańskiej|1600000.0|Gdańsk|Letnica|Letnica, | 4||82.0||01-Apr|||||||||Wtórny|||Blok Mieszkalny|15.03.2023|04.12.2023|morizon-300734|548|0|||||2022.0||Co Miejskie|||||||||Sprzedaży|||||
2998|NOWE 3 POKOJE W OLIWIE|1626170.0|Gdańsk|Oliwa|Oliwa, | 3||80.19||01-Apr|||||||||Wtórny||||19.03.2024|16.03.2024|morizon-HEX688636|82|0||||||||||||||||Sprzedaży|||||
2999|Piękne prawie 100-metrowe mieszkanie|1916219.0|Gdańsk|Suchanino|Suchanino, | 4||97.25||01-Feb|||||||||Wtórny||||27.03.2024|25.03.2024|morizon-HEX439996|58|0||||||||||||||||Sprzedaży|||||
3000|APARTAMENT W SERCU OLIWY|2178229.0|Gdańsk|Oliwa|Oliwa, | 4||85.43||03-Mar|||||||||Wtórny||||19.03.2024|16.03.2024|morizon-HEX701565|61|0||||||||||||||||Sprzedaży|||||
3001|DEO PLAZA - balkon i widok na Motławę|3800000.0|Gdańsk|Śródmieście|Śródmieście, | 3||103.42||04-Jun||1.0|||Tak||||Wtórny||Na wyłączność|Apartamentowiec|15.01.2024|15.02.2024|morizon-WH724956|313|0|||||2019.0||Co Miejskie||Cegła|1.0||||||Sprzedaży|||||
3002|TBS klimatyczne 2 pokoje|169000.0|Gdańsk|Zakoniczyn|Zakoniczyn, | 2||32.0||04-Apr|||Brak||Nie||||Wtórny|(Nieznany)|Na wyłączność||03.04.2024|10.04.2024|morizon-JI03477|848|0|1.0||Nie||2004.0|Bardzo dobry|C.o. miejskie|||||||||Sprzedaży|||||
3003|Słoneczne mieszkanie z panoramicznym widokiem|399000.0|Gdańsk|Chełm|Władysława Jagiełły| 2||37.0||05-May||1.0|||Tak||||Wtórny||||26.09.2023|12.04.2024|morizon-HEX232786|1 833|0|||||2023.0|||||||||||Sprzedaży|||||
3004|Atrakcyjna kawalerka w samym centrum|470000.0|Gdańsk|Śródmieście|Śródmieście, | 1 pokój||18.18||03-Jul|||||||||Wtórny|||Blok Mieszkalny|17.01.2022|21.04.2024|morizon-PAN684464|1 805|0|||||1960.0||Co Miejskie||Konstrukcja mieszana|1.0||||||Sprzedaży|||||
3005|Idealne mieszkanie pod inwestycję|490542.0|Gdańsk|Chełm|Czerska| 2||43.03||04-Apr|||||Tak||||Pierwotny|||Blok Mieszkalny|01.03.2024|22.03.2024|morizon-ECN232344431|92|0|||||||Co Miejskie|||||||||Sprzedaży|||||
3006|Apartament inwestycyjny w samym centrum Gdańska|495472.0|Gdańsk|Śródmieście|Główne Miasto, | 1 pokój||27.68||01-Apr||1.0|||||||Pierwotny|||Apartamentowiec|21.02.2024|27.03.2024|morizon-503833|86|0|||Tak||2024.0||Co Miejskie|01.09.2024|YTong|1.0||||||Sprzedaży|||||
3007|Mieszkanie w centrum Wrzeszcza|499000.0|Gdańsk|Wrzeszcz|Wrzeszcz, | 2||41.6||01-Feb|||Osobna||Nie||||Wtórny|Własność|||03.04.2024|17.04.2024|morizon-BH06898|189|0|1.0||Nie|||Do remontu|Elektryczne|||||||||Sprzedaży|||||
